ts,elapsed_s,gpu_util_pct,gpu_mem_used_mib,gpu_power_w,gpu_sm_clock_mhz,gpu_mem_clock_mhz,gpu_temp_c,cpu_util_pct,ram_available_mb
2026-09-06T18:21:32.120+00:00,0.111,12.0,8349.0,44.18,1837.0,7001.0,39.0,11.5,52937
2026-09-06T18:21:33.193+00:00,1.184,8.0,8349.0,43.9,1710.0,7001.0,38.0,8.4,53160
2026-09-06T18:21:34.268+00:00,2.259,12.0,8349.0,43.99,1740.0,7001.0,38.0,12.4,53221
2026-09-06T18:21:35.336+00:00,3.327,10.0,8349.0,43.83,1590.0,7001.0,38.0,12.6,52288
2026-09-06T18:21:36.408+00:00,4.4,98.0,8349.0,236.21,2850.0,14801.0,56.0,10.5,52300
2026-09-06T18:21:37.478+00:00,5.469,98.0,8349.0,283.68,2850.0,14801.0,56.0,13.0,52246
2026-09-06T18:21:38.550+00:00,6.541,99.0,8349.0,290.65,2850.0,14801.0,57.0,9.6,52270
2026-09-06T18:21:39.624+00:00,7.615,98.0,8349.0,293.94,2850.0,14801.0,60.0,18.5,52287
2026-09-06T18:21:40.696+00:00,8.687,91.0,8349.0,297.78,2842.0,14801.0,57.0,16.8,52175
2026-09-06T18:21:41.772+00:00,9.763,90.0,8349.0,228.64,2857.0,14801.0,51.0,17.6,52144
2026-09-06T18:21:42.846+00:00,10.837,73.0,8349.0,190.83,2857.0,14801.0,48.0,14.8,52171
2026-09-06T18:21:43.922+00:00,11.913,90.0,8349.0,214.24,2850.0,14801.0,51.0,19.7,52158
2026-09-06T18:21:44.997+00:00,12.988,90.0,8349.0,232.28,2850.0,14801.0,51.0,10.2,52197
2026-09-06T18:21:46.066+00:00,14.057,90.0,8349.0,229.31,2857.0,14801.0,51.0,11.2,52211
2026-09-06T18:21:47.134+00:00,15.125,92.0,8349.0,229.99,2850.0,14801.0,51.0,11.1,52206
2026-09-06T18:21:48.209+00:00,16.2,38.0,8349.0,212.24,2857.0,14801.0,46.0,9.0,52221
2026-09-06T18:21:49.312+00:00,17.303,13.0,8349.0,67.46,2880.0,14801.0,41.0,13.5,52187
