ts,elapsed_s,gpu_util_pct,gpu_mem_used_mib,gpu_power_w,gpu_sm_clock_mhz,gpu_mem_clock_mhz,gpu_temp_c,cpu_util_pct,ram_available_mb
2026-09-06T18:10:06.595+00:00,0.114,7.0,14996.0,51.28,1680.0,7001.0,40.0,11.6,50849
2026-09-06T18:10:07.691+00:00,1.21,6.0,14996.0,42.2,1545.0,7001.0,39.0,8.5,50857
2026-09-06T18:10:08.762+00:00,2.281,10.0,14996.0,40.67,1432.0,7001.0,39.0,11.9,50827
2026-09-06T18:10:09.956+00:00,3.475,69.0,14996.0,48.01,900.0,7001.0,42.0,42.2,50776
2026-09-06T18:10:11.097+00:00,4.616,38.0,14996.0,151.65,2865.0,14801.0,43.0,66.8,50771
2026-09-06T18:10:12.263+00:00,5.782,49.0,14996.0,154.84,2865.0,14801.0,45.0,66.1,50798
2026-09-06T18:10:13.406+00:00,6.925,48.0,14996.0,151.7,2865.0,14801.0,44.0,64.0,50831
2026-09-06T18:10:14.547+00:00,8.066,5.0,14996.0,82.47,2880.0,14801.0,40.0,25.7,50805
2026-09-06T18:10:15.609+00:00,9.128,12.0,14996.0,58.84,2880.0,14801.0,39.0,10.9,50827
