ts,elapsed_s,gpu_util_pct,gpu_mem_used_mib,gpu_power_w,gpu_sm_clock_mhz,gpu_mem_clock_mhz,gpu_temp_c,cpu_util_pct,ram_available_mb
2026-09-06T18:17:10.033+00:00,0.122,2.0,14977.0,40.87,1515.0,7001.0,38.0,16.0,41428
2026-09-06T18:17:11.230+00:00,1.319,3.0,14977.0,38.8,1245.0,7001.0,38.0,12.5,41425
2026-09-06T18:17:12.371+00:00,2.46,10.0,14977.0,35.42,502.0,7001.0,38.0,14.1,41408
2026-09-06T18:17:13.532+00:00,3.621,2.0,14977.0,39.97,1530.0,7001.0,37.0,14.3,38825
2026-09-06T18:17:14.631+00:00,4.721,94.0,14977.0,170.18,2857.0,14801.0,46.0,14.2,38838
2026-09-06T18:17:15.723+00:00,5.812,94.0,14977.0,175.98,2857.0,14801.0,46.0,18.6,38835
2026-09-06T18:17:16.844+00:00,6.933,94.0,14977.0,190.69,2857.0,14801.0,53.0,13.7,38827
2026-09-06T18:17:17.971+00:00,8.06,95.0,14977.0,186.61,2857.0,14801.0,46.0,12.8,38808
2026-09-06T18:17:19.087+00:00,9.176,95.0,14977.0,206.11,2857.0,14801.0,49.0,13.8,38840
2026-09-06T18:17:20.194+00:00,10.284,95.0,14977.0,207.43,2857.0,14801.0,48.0,13.8,38837
2026-09-06T18:17:21.283+00:00,11.372,93.0,14977.0,217.21,2857.0,14801.0,48.0,17.3,38778
2026-09-06T18:17:22.396+00:00,12.485,94.0,14977.0,220.48,2857.0,14801.0,53.0,11.9,38739
2026-09-06T18:17:23.469+00:00,13.558,94.0,14977.0,225.12,2857.0,14801.0,55.0,16.4,38784
2026-09-06T18:17:24.561+00:00,14.65,95.0,14977.0,224.64,2857.0,14801.0,50.0,11.2,38781
2026-09-06T18:17:25.670+00:00,15.759,38.0,14977.0,197.66,2857.0,14801.0,44.0,39.4,38772
2026-09-06T18:17:27.019+00:00,17.108,36.0,14977.0,108.33,2865.0,14801.0,42.0,71.7,38754
2026-09-06T18:17:28.255+00:00,18.344,36.0,14977.0,112.78,2872.0,14801.0,43.0,67.1,38717
2026-09-06T18:17:29.610+00:00,19.699,37.0,14977.0,112.5,2865.0,14801.0,42.0,66.8,38763
2026-09-06T18:17:31.060+00:00,21.149,39.0,14977.0,114.15,2872.0,14801.0,42.0,62.6,38735
2026-09-06T18:17:32.175+00:00,22.265,33.0,14977.0,103.7,2812.0,14801.0,42.0,71.3,38707
2026-09-06T18:17:33.302+00:00,23.392,10.0,14977.0,63.07,2295.0,14801.0,39.0,18.5,38753
