ts,elapsed_s,gpu_util_pct,gpu_mem_used_mib,gpu_power_w,gpu_sm_clock_mhz,gpu_mem_clock_mhz,gpu_temp_c,cpu_util_pct,ram_available_mb
2026-09-06T18:16:11.095+00:00,0.096,3.0,14977.0,43.23,1762.0,7001.0,37.0,9.9,46658
2026-09-06T18:16:12.172+00:00,1.174,7.0,14977.0,40.91,1620.0,7001.0,37.0,7.6,46671
2026-09-06T18:16:13.253+00:00,2.254,4.0,14977.0,40.41,1297.0,7001.0,37.0,8.4,46698
2026-09-06T18:16:14.397+00:00,3.398,55.0,14977.0,48.76,1222.0,14801.0,39.0,35.1,46694
2026-09-06T18:16:15.662+00:00,4.663,36.0,14977.0,109.79,2865.0,14801.0,41.0,61.2,46691
2026-09-06T18:16:16.961+00:00,5.962,38.0,14977.0,114.13,2872.0,14801.0,41.0,64.2,46634
2026-09-06T18:16:18.068+00:00,7.07,37.0,14977.0,107.38,2872.0,14801.0,41.0,67.3,46655
2026-09-06T18:16:19.162+00:00,8.163,3.0,14977.0,82.67,2700.0,14801.0,38.0,40.8,46647
2026-09-06T18:16:20.233+00:00,9.235,4.0,14977.0,48.27,2145.0,7001.0,37.0,8.7,46648
